y1,y2,y3,y4,y5,y6,sample_no
0.0,0.0,0.0,0.0,0.0,0.0,0
0.05999944525285754,0.002995082224782728,0.005538855816824341,44.99349826917274,22.150530193220593,18.68483782085314,0
0.060056920496576335,0.0030014812147351046,0.005545481913899875,45.07387417553151,22.190099664568564,18.71821621623891,0
0.058141474164561516,0.0027882255408166303,0.005324657563837106,42.3636765340813,20.85585545160705,17.592729082742302,0
0.057152567859682174,0.0026781259379384634,0.005210650406132903,43.36645568264882,21.349528774685712,18.009161822624517,0
0.05505598164560405,0.0024447031066440407,0.004968943144312957,41.72646783249955,20.542154336407474,17.328109933196227,0
0.055405178261651034,0.0024835808128164803,0.005009200662622844,44.79083379039806,22.0507574298463,18.600675596006813,0
0.056705410257774126,0.002628341773198976,0.005159099347162169,46.17646778566206,22.73291215951926,19.176099767865605,0
0.058650201291574014,0.002844864531164921,0.005383306733643742,47.279849177295915,23.276112483348456,19.63431046830699,0
0.05465296266526692,0.002560378078048429,0.004922480655174828,39.40285181492414,19.39822624157829,16.363161882555765,0
0.05827855222353559,0.0029479775653312753,0.005340460759559629,49.41780050529548,24.32863689830236,20.52215594308127,0
0.05722242548109673,0.0028159449463383136,0.00521870401932371,43.29305066723154,21.31339110873658,17.97867828920145,0
0.05816985191873619,0.0029084222569721375,0.005327929124630602,45.934521993425,22.613801003858317,19.07562485341592,0
0.059527490076753335,0.003047870787407063,0.005484445942070848,46.65046843543783,22.966265112909362,19.37294210306379,0
0.05529476494313263,0.002743083708666357,0.004996471541011563,39.209807423825254,19.303189496756037,16.28299467443318,0
0.051546322822121356,0.0024687753377997212,0.004564328242979545,39.28945979019469,19.342402765652633,16.316072599131466,0
0.050117946162688116,0.0022682655176355132,0.004399656259122712,41.87141534448537,20.6135127407144,17.388303535787177,0
0.046394626707244736,0.002041438965871962,0.003959690633210441,35.38978229647726,17.422571514665115,14.69661991537194,0
0.04325829797728398,0.0018372950692847657,0.0035637215698893967,37.27707656504602,18.351696172395204,15.480372872687417,0
0.040381647417159036,0.0016535655623562892,0.0032073494129004573,36.798090635146195,18.11588894000574,15.281460257244474,0
0.03755768127796949,0.0014882090061206603,0.0028866144716104118,34.74815457330074,17.106694892447308,14.430165640641086,0
0.03544685186344116,0.0013393881055085942,0.0025999468449815666,38.55072380154577,18.97871924579177,16.00929133803113,0
0.034512632799059015,0.0012054492949577348,0.0025030779735648336,40.380344134068416,19.87945072871005,16.769093542838647,0
0.03364479591682213,0.0010849043654619613,0.0024127786847518884,40.344545427418836,19.861826841636944,16.754227105382686,0
0.03653164789587468,0.0013039102567747889,0.0027543678316843414,45.3455781842228,22.323860942967745,18.831049081718742,0
0.04004277448438181,0.0016026596800809432,0.003167049645617096,46.635763831028285,22.95902596066554,19.36683559525307,0
0.044671305177116497,0.0020350310582216537,0.0037077628582820755,48.749025017261076,23.99939529206919,20.24442778205392,0
